,matchId,nickname,seasonId,matchResult,matchEndType,systemPause,foul,injury,redCards,yellowCards,dribble,cornerKick,possession,offsideCount,averageRating,controller,shootTotal,effectiveShootTotal,shootOutScore,goalTotal,goalTotalDisplay,ownGoal,shootHeading,goalHeading,shootFreekick,goalFreekick,shootInPenalty,goalInPenalty,shootOutPenalty,goalOutPenalty,shootPenaltyKick,goalPenaltyKick,passTry,passSuccess,shortPassTry,shortPassSuccess,longPassTry,longPassSuccess,bouncingLobPassTry,bouncingLobPassSuccess,drivenGroundPassTry,drivenGroundPassSuccess,throughPassTry,throughPassSuccess,lobbedThroughPassTry,lobbedThroughPassSuccess,blockTry,blockSuccess,tackleTry,tackleSuccess
115,61ed4c966940b7643fc39f70,tjqkdqnfvo,202201,ÆÐ,0,0,0,0,0,0,61,1,41,0,3.10556,keyboard,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,81,69,63,58,5,3,0,0,0,0,13,8,0,0,9,0,5,4
116,61ed49d36940b784f8c367fa,SaddlerJungMin,202201,½Â,0,0,2,0,0,0,93,2,52,0,4.22778,gamepad,5,4,0,2,2,0,0,0,0,0,4,2,1,0,0,0,153,138,109,102,4,4,1,1,4,3,31,27,2,1,8,1,13,7
117,61ed49d36940b784f8c367fa,VolitionÁØ¼ö,202201,ÆÐ,0,0,1,0,0,0,68,1,48,1,3.95,gamepad,4,3,0,1,1,0,0,0,1,0,2,1,2,0,0,0,93,83,75,72,2,1,0,0,4,2,11,8,0,0,7,0,12,6
118,61ed445380576d1e71100052,SaddlerJungMin,202201,½Â,0,0,1,0,0,0,89,0,50,0,4.13333,gamepad,4,4,0,2,2,0,0,0,0,0,3,1,1,1,0,0,142,131,94,91,8,6,0,0,5,4,33,29,1,1,6,0,13,7
119,61ed445380576d1e71100052,¿î¾çµ¿¹Ýµ¥ÀÌÅ©,202201,ÆÐ,0,0,0,0,0,0,93,2,50,1,3.85556,gamepad,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,124,112,96,89,3,2,0,0,6,5,16,15,1,1,3,0,7,3
120,61ed41c27f3ef352e4d9e879,SaddlerJungMin,202201,ÆÐ,0,0,1,0,0,0,86,2,48,0,4.05556,gamepad,6,5,0,2,2,2,0,0,0,0,4,2,2,0,0,0,119,104,82,73,7,4,1,1,3,3,26,23,0,0,8,1,10,4
121,61ed41c27f3ef352e4d9e879,UEFA¼¾¼¼ÀÌ¼Ç,202201,½Â,0,0,2,0,0,0,101,3,52,0,4.1,gamepad,4,4,0,1,3,0,2,0,0,0,3,1,1,0,0,0,140,127,112,107,5,4,0,0,6,4,13,9,3,3,9,0,11,4
122,61ed3f51d794294667965abb,SaddlerJungMin,202201,½Â,0,0,1,0,0,0,90,1,47,0,4.65556,gamepad,7,5,0,4,4,0,1,0,0,0,6,3,1,1,0,0,125,116,82,81,6,4,0,0,3,2,33,29,1,0,11,0,9,4
123,61ed3f51d794294667965abb,KFCx¾ËÆÄ°í,202201,ÆÐ,0,0,0,0,0,0,91,3,53,0,3.41111,gamepad,6,4,0,0,0,0,0,0,1,0,2,0,4,0,0,0,113,103,96,90,1,1,0,0,4,2,12,10,0,0,5,0,7,3
124,61ed3cc35e71f06362c21711,SaddlerJungMin,202201,½Â,0,0,0,0,0,0,97,1,53,1,4.28333,gamepad,7,4,0,2,2,0,0,0,0,0,6,1,1,1,0,0,142,130,90,86,10,8,1,0,5,5,32,30,1,1,7,1,8,4
125,61ed3cc35e71f06362c21711,Vision½î´Ï,202201,ÆÐ,0,0,1,0,0,0,76,1,47,0,3.72778,keyboard,4,1,0,1,1,0,1,0,0,0,2,0,2,1,0,0,107,97,78,72,7,6,0,0,7,6,11,10,3,3,11,1,5,4
126,61ed3a16ab664267d7b64951,SaddlerJungMin,202201,ÆÐ,0,0,0,0,0,0,100,2,51,1,4.01667,gamepad,4,4,0,1,1,0,2,1,0,0,4,1,0,0,0,0,160,148,114,110,5,5,1,1,8,8,28,24,0,0,3,0,11,6
127,61ed3a16ab664267d7b64951,90minÇãÅÂ¿ø,202201,½Â,0,0,1,0,0,0,81,0,49,1,4.16111,gamepad,3,2,0,2,2,0,0,0,0,0,2,1,1,1,0,0,113,104,93,88,2,2,0,0,7,7,9,6,1,1,4,0,10,7
128,61ed365b80576d83e90f00d9,3¿¬½ÂÇÏ°í4¿¬ÆÐ,202201,½Â,0,2,0,0,0,0,73,4,49,0,5.70555,keyboard,9,6,0,4,4,0,1,1,0,0,6,4,2,0,0,0,116,103,89,86,9,3,0,0,0,0,12,10,5,4,3,1,9,7
129,61ed365b80576d83e90f00d9,SaddlerJungMin,202201,ÆÐ,0,0,0,0,0,0,96,0,51,1,4.08889,gamepad,4,4,0,3,3,0,0,0,0,0,2,2,2,1,0,0,142,133,91,90,11,10,0,0,6,5,30,26,2,2,10,0,7,5
130,61ed33b780576d0cd60ecec7,SaddlerJungMin,202201,ÆÐ,0,0,1,1,0,0,93,1,50,2,4.08333,gamepad,5,5,0,2,2,0,1,1,0,0,3,2,1,0,0,0,153,140,107,102,5,5,0,0,6,5,33,27,1,1,7,0,14,7
131,61ed33b780576d0cd60ecec7,Mystico¶óÃ¢,202201,½Â,0,0,0,0,0,0,92,2,50,0,4.38889,gamepad,7,5,0,3,3,0,1,0,0,0,4,1,2,2,0,0,130,118,104,102,8,6,0,0,4,3,10,6,1,1,6,0,11,3
